Country,BirthRate,BusinessTaxRate,CO2Emissions,GDP,HealthExpCapita,InfantMortalityRate,InternetUsage,LendingInterest,LifeExpectancyFemale,MobilePhoneUsage,PopulationTotal,Cluster
Morocco,0.022,49.6,8529,99211339029,195,0.028,0.5,0.119,72,1.1,32059424,1
Mozambique,0.04,37.5,8529,12547888400,33,0.068,0,0.191,50,0.3,24581367,0
Namibia,0.027,49.0516561,8529,12451760766,486,0.036,0.1,0.087,66,1,2217618,0
Niger,0.05,43.8,8529,6411842066,25,0.064,0,0.119,58,0.3,16511462,0
Nigeria,0.042,32.7,8529,15493320082,85,0.079,0.3,0.16,52,0.6,5971526,0
Rwanda,0.036,31,8529,6406727020,62,0.041,0.1,0.119,65,0.4,11144315,0
Sao Tome and Principe,0.036,32.5,8529,248286778,108,0.039,0.2,0.119,68,0.6,183177,0
Senegal,0.038,45.5,8529,14440676498,54,0.046,0.2,0.119,65,0.7,13330737,0
Seychelles,0.019,32.2,8529,1059593023,413,0.012,0.4,0.112,78,1.4,87441,2
Sierra Leone,0.038,32.4,8529,2932273988,82,0.02,0,0.21,45,0.4,5865491,0
Somalia,0.045,49.0516561,8529,15493320082,193,0.095,0,0.119,56,0.2,9907903,0
South Africa,0.021,32.4,8529,15493320082,670,0.034,0.3,0.09,57,1.2,5971526,2
South Sudan,0.037,49.0516561,8529,20782116982,32,0.068,0.1,0.119,55,0.2,10381110,0
Sudan,0.034,36.1,8529,67320812663,119,0.054,0.2,0.119,63,0.7,36430923,0
Swaziland,0.031,36.5,8529,4145772237,270,0.058,0.2,0.09,48,0.6,1212159,0
Tanzania,0.04,44.9,8529,23874165047,38,0.039,0,0.15,61,0.6,46354607,0
Togo,0.037,48.9,8529,3756023048,43,0.059,0,0.119,57,0.4,6472304,0
Tunisia,0.019,49.0516561,8529,45951129422,304,0.014,0.4,0.119,77,1.2,10673800,2
Uganda,0.044,35,8529,15493320082,41,0.049,0.1,0.218,59,0.5,35148064,0
Zambia,0.043,49.0516561,8529,19201691493,87,0.059,0.1,0.188,57,0.6,13633796,0
Zimbabwe,0.032,34.3,8529,10956226611,193,0.058,0.2,0.119,56,0.7,13358738,0
Afghanistan,0.037,36.3,8529,17870159082,48,0.074,0.1,0.151,61,0.6,29105480,0
Armenia,0.014,38.8,8529,10142342770,127,0.015,0.3,0.178,78,1.1,2964120,2
Azerbaijan,0.019,40,8529,65951627200,359,0.032,0.5,0.19,74,1.1,9173082,2
Bangladesh,0.021,35,8529,1.11906E+11,27,0.037,0.1,0.133,71,0.6,5971526,1
Bhutan,0.02,40.8,8529,1840841618,94,0.033,0.2,0.14,68,0.7,729429,2
Brunei Darussalam,0.016,49.0516561,8529,16691360399,917,0.008,0.6,0.055,80,1.1,406512,2
Cambodia,0.026,49.0516561,8529,12829541141,49,0.036,0,0.119,74,0.9,14605862,0
China,0.012,49.0516561,8529,15493320082,274,0.013,0.4,0.066,76,0.7,5971526,2
Georgia,0.014,49.0516561,8529,14434619972,310,0.014,0.3,0.15,78,1,4483350,2
"Hong Kong SAR, China",0.014,49.0516561,8529,15493320082,193,0.02,0.7,0.05,87,2.2,7071600,2
India,0.021,49.0516561,8529,15493320082,62,0.045,0.1,0.102,68,0.7,5971526,0
Indonesia,0.02,32.2,8529,15493320082,99,0.026,0.1,0.124,72,1,5971526,2
Japan,0.008,48.4,8529,15493320082,193,0.002,0.8,0.119,86,1,5971526,2
Kazakhstan,0.023,28.6,8529,1.88049E+11,458,0.018,0.5,0.119,74,1.6,16556600,1
"Korea, Dem. Rep.",0.014,49.0516561,8529,15493320082,193,0.024,0.1,0.119,73,0,24631291,2
"Korea, Rep.",0.009,28.7,8529,15493320082,193,0.003,0.8,0.058,84,1.1,5971526,2
Kyrgyz Republic,0.027,33.4,8529,6197766119,71,0.025,0.2,0.119,74,1.2,5514600,2
Lao PDR,0.028,31.9,8529,8254088067,35,0.057,0.1,0.119,69,0.8,6521314,0
"Macao SAR, China",0.01,49.0516561,8529,36634742799,193,0.02,0.6,0.053,82,2.5,546278,2
Malaysia,0.018,34,8529,15493320082,384,0.007,0.6,0.049,77,1.3,28758968,2
Maldives,0.022,49.0516561,8529,2162990126,525,0.01,0.3,0.102,78,1.6,331964,2
Mongolia,0.023,49.0516561,8529,8761426371,190,0.028,0.1,0.166,71,1.1,2754209,2
Myanmar,0.018,49.0516561,8529,15493320082,19,0.042,0,0.163,67,0,5971526,0
Nepal,0.022,31.5,8529,18850351853,41,0.035,0.1,0.119,69,0.5,27156367,0
Pakistan,0.026,34.6,8529,2.13686E+11,36,0.072,0.1,0.144,67,0.6,5971526,1
Philippines,0.025,44.5,8529,2.24095E+11,105,0.025,0.3,0.067,72,1,5971526,1
Singapore,0.01,49.0516561,8529,15493320082,193,0.002,0.7,0.054,84,1.5,5183700,2
Sri Lanka,0.018,49.0516561,8529,59178013928,93,0.009,0.2,0.094,77,0.9,20869000,2
Tajikistan,0.033,49.0516561,8529,6522732203,48,0.043,0.1,0.119,71,0.8,7814850,0
Thailand,0.011,36.9,8529,15493320082,214,0.012,0.2,0.069,77,1.2,5971526,2
Timor-Leste,0.036,49.0516561,8529,1128300000,46,0.05,0,0.11,68,0.6,1120392,0
Turkmenistan,0.022,49.0516561,8529,29233333333,114,0.05,0.1,0.119,69,1,5106668,0
Uzbekistan,0.022,49.0516561,8529,45324319955,91,0.039,0.3,0.119,71,0.9,29339400,2
Vietnam,0.016,40,8529,1.35539E+11,93,0.02,0.4,0.17,80,1.4,5971526,1
Albania,0.013,31.5,8529,12890867763,243,0.014,0.5,0.124,80,1,2829337,2
Andorra,0.02,49.0516561,8529,15493320082,193,0.002,0.8,0.119,75,0.8,77865,2
Austria,0.009,52.3,8529,15493320082,193,0.003,0.8,0.119,84,1.5,8406187,2
Belarus,0.012,49.0516561,8529,59734593905,311,0.004,0.4,0.136,77,1.1,9473000,2
Belgium,0.012,57,8529,15493320082,193,0.004,0.8,0.119,83,1.1,11047744,2
Bosnia and Herzegovina,0.009,49.0516561,8529,18252896439,471,0.006,0.6,0.074,79,0.8,3839322,2
Bulgaria,0.01,49.0516561,8529,53542780661,522,0.011,0.5,0.106,78,1.4,7348328,1
Croatia,0.01,49.0516561,8529,61520901516,992,0.004,0.6,0.097,80,1.2,4280622,2
Cyprus,0.012,49.0516561,8529,24851264943,193,0.003,0.6,0.119,82,1,1116513,2
Czech Republic,0.01,48.1,8529,2.16061E+11,193,0.003,0.7,0.057,81,1.2,10496088,1
Denmark,0.011,49.0516561,8529,15493320082,193,0.003,0.9,0.119,82,1.3,5570572,2
Estonia,0.011,57.6,8529,22542967739,928,0.003,0.8,0.061,81,1.4,1327439,2
Faeroe Islands,0.012,49.0516561,8529,15493320082,193,0.02,0.8,0.119,84,1.2,49551,2
Finland,0.011,39,8529,15493320082,193,0.002,0.9,0.119,84,1.7,5388272,1
France,0.013,49.0516561,8529,15493320082,193,0.004,0.8,0.119,86,0.9,5971526,2
Germany,0.008,45.6,8529,15493320082,193,0.003,0.8,0.119,83,1.1,5971526,2
Greece,0.01,45.9,8529,15493320082,193,0.004,0.5,0.119,84,1.1,11123213,1
Hungary,0.009,52,8529,1.37452E+11,1096,0.006,0.7,0.083,79,1.2,9971727,1
Iceland,0.014,29.6,8529,14042801904,193,0.002,0.9,0.077,84,1.1,319014,2
Ireland,0.016,49.0516561,8529,2.26035E+11,193,0.003,0.7,0.119,83,1.1,4576794,1
Isle of Man,0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,84654,2
Italy,0.009,49.0516561,8529,15493320082,193,0.003,0.5,0.046,85,1.6,5971526,2
Latvia,0.009,37.1,8529,28480338368,826,0.008,0.7,0.064,79,1.1,2059709,2
Liechtenstein,0.011,49.0516561,8529,15493320082,193,0.02,0.9,0.119,84,1,36388,2
Lithuania,0.011,43.1,8529,43083067994,887,0.005,0.6,0.119,79,1.6,3028115,2
Luxembourg,0.011,49.0516561,8529,58009863403,193,0.002,0.9,0.119,84,1.5,518347,1
"Macedonia, FYR",0.011,49.0516561,8529,10395222334,344,0.008,0.6,0.089,77,1.1,2103890,2
Malta,0.01,41,8529,9302057270,193,0.005,0.7,0.047,83,1.2,416268,2
Moldova,0.012,30.8,8529,7016162818,224,0.014,0.4,0.144,73,0.9,3559986,2
Monaco,0.02,49.0516561,8529,6074506533,193,0.003,0.8,0.119,75,0.9,37261,2
Montenegro,0.012,49.0516561,8529,4501753898,522,0.006,0.4,0.097,77,1.9,620644,2
Netherlands,0.011,39.6,8529,15493320082,193,0.004,0.9,0.02,83,1.2,16693074,2
Norway,0.012,40.7,8529,15493320082,193,0.003,0.9,0.119,84,1.2,4953088,1
Poland,0.01,39.5,8529,15493320082,915,0.005,0.6,0.119,81,1.3,38534157,2
Portugal,0.009,42.7,8529,15493320082,193,0.003,0.6,0.119,84,1.2,10557560,2
Romania,0.01,43.1,8529,1.82611E+11,480,0.012,0.4,0.121,78,1.1,20147528,1
Russian Federation,0.013,46.9,8529,15493320082,803,0.01,0.5,0.085,76,1.4,5971526,2
San Marino,0.01,49.0516561,8529,15493320082,193,0.003,0.5,0.059,86,1.1,31048,2
Serbia,0.009,34,8529,43749934551,622,0.006,0.4,0.172,77,1.3,7234099,2
Slovak Republic,0.011,47.6,8529,95877536836,193,0.007,0.7,0.119,80,1.1,5398384,1
Slovenia,0.011,33.9,8529,50250147802,193,0.003,0.7,0.119,83,1.1,2052843,2
Spain,0.01,38.7,8529,15493320082,193,0.004,0.7,0.119,86,1.1,46742697,2
Sweden,0.012,52,8529,15493320082,193,0.002,0.9,0.119,84,1.2,9449213,2
Switzerland,0.01,28.9,8529,15493320082,193,0.004,0.9,0.027,85,1.3,7912398,2
Turkey,0.017,40,8529,15493320082,644,0.019,0.4,0.119,78,0.9,5971526,2
Ukraine,0.011,57.1,8529,1.63422E+11,262,0.01,0.3,0.159,76,1.2,45706100,1
United Kingdom,0.013,36.1,8529,15493320082,193,0.004,0.9,0.119,83,1.2,5971526,2
Bahrain,0.016,49.0516561,8529,29044378668,766,0.006,0.8,0.068,77,1.3,1292764,2
"Iran, Islamic Rep.",0.019,44.1,8529,15493320082,483,0.016,0.2,0.11,75,0.7,5971526,2
Iraq,0.032,27.8,8529,1.91177E+11,160,0.029,0.1,0.136,73,0.8,31760020,1
Israel,0.021,30.2,8529,15493320082,193,0.003,0.7,0.06,84,1.2,7765800,1
Jordan,0.028,27.7,8529,28840197019,386,0.017,0.3,0.087,75,1.1,6181000,2
Kuwait,0.021,49.0516561,8529,1.606E+11,193,0.009,0.7,0.052,75,1.6,3124705,1
Lebanon,0.013,30.2,8529,40078938640,646,0.009,0.5,0.075,82,0.8,4382790,2
Oman,0.022,49.0516561,8529,69971912138,610,0.01,0.5,0.062,79,1.6,3024774,1
Qatar,0.011,49.0516561,8529,1.69805E+11,193,0.007,0.7,0.055,79,1.2,1910902,1
Saudi Arabia,0.02,49.0516561,8529,15493320082,721,0.014,0.5,0.119,77,1.9,27761728,2
Syrian Arab Republic,0.025,39.7,8529,15493320082,102,0.013,0.2,0.119,78,0.6,21961676,2
United Arab Emirates,0.016,49.0516561,8529,15493320082,193,0.007,0.8,0.119,78,1.3,8925096,2
"Yemen, Rep.",0.032,32.7,8529,29207296703,63,0.044,0.1,0.119,64,0.5,23304206,0
American Samoa,0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,55274,2
Australia,0.014,47.3,8529,15493320082,193,0.004,0.8,0.077,84,1,22340000,2
Fiji,0.021,38.3,8529,3753485389,167,0.02,0.3,0.075,73,0.8,867921,2
French Polynesia,0.017,49.0516561,8529,15493320082,193,0.02,0.5,0.119,78,0.8,270874,2
Guam,0.018,49.0516561,8529,15493320082,193,0.02,0.6,0.119,81,0.5,160858,2
Kiribati,0.023,31.8,8529,172253739,181,0.047,0.1,0.119,71,0.1,99250,0
Marshall Islands,0.02,49.0516561,8529,170700000,567,0.032,0.1,0.119,75,0.5,52495,2
"Micronesia, Fed. Sts.",0.024,59,8529,310287519,412,0.032,0.2,0.144,70,0.3,103424,0
New Caledonia,0.016,49.0516561,8529,15493320082,193,0.02,0.5,0.119,79,0.9,254000,2
New Zealand,0.014,34.4,8529,1.63841E+11,193,0.005,0.8,0.061,83,1.1,4405200,1
Papua New Guinea,0.03,42.1,8529,12393604089,74,0.05,0,0.108,64,0.3,7012977,0
Samoa,0.027,49.0516561,8529,631791993,245,0.016,0.1,0.1,76,0.5,187429,2
Solomon Islands,0.032,49.0516561,8529,868574141,124,0.026,0.1,0.132,69,0.5,537997,0
Tonga,0.027,49.0516561,8529,423038017,219,0.011,0.3,0.114,75,0.5,104554,2
Vanuatu,0.027,49.0516561,8529,785745262,125,0.015,0.1,0.055,73,0.6,241778,0
Antigua and Barbuda,0.017,41,8529,1127037037,703,0.008,0.5,0.109,78,2,88152,2
Argentina,0.017,49.0516561,8529,15493320082,866,0.013,0.5,0.141,80,1.5,40728738,1
Aruba,0.011,49.0516561,8529,2584463687,193,0.02,0.7,0.097,78,0.5,101932,2
"Bahamas, The",0.015,46.6,8529,7872584000,193,0.011,0.7,0.051,78,0.8,366331,2
Barbados,0.013,41.1,8529,4368900000,935,0.014,0.7,0.087,77,1.2,281804,2
Belize,0.024,33.2,8529,1489000000,264,0.015,0.2,0.134,77,0.7,316280,2
Bermuda,0.012,49.0516561,8529,5550771000,193,0.02,0.9,0.119,82,0.5,64564,2
Bolivia,0.026,49.0516561,8529,23948541156,115,0.033,0.3,0.109,69,0.8,10324445,0
Brazil,0.015,49.0516561,8529,15493320082,1119,0.014,0.5,0.119,77,1.2,5971526,2
Canada,0.011,49.0516561,8529,15493320082,193,0.005,0.8,0.03,83,0.8,34342780,2
Cayman Islands,0.015,49.0516561,8529,15493320082,193,0.02,0.7,0.119,75,1.7,56601,2
Chile,0.014,49.0516561,8529,15493320082,1022,0.007,0.5,0.09,82,1.3,17308449,1
Colombia,0.019,49.0516561,8529,15493320082,466,0.015,0.4,0.112,77,1,47078792,1
Costa Rica,0.016,55.3,8529,41237296807,883,0.009,0.4,0.161,82,0.9,4737680,2
Cuba,0.01,49.0516561,8529,68233900000,648,0.006,0.2,0.119,81,0.1,11276053,2
Curacao,0.013,49.0516561,8529,15493320082,193,0.02,0.1,0.119,81,1.4,150612,2
Dominica,0.02,37.1,8529,491481481,402,0.011,0.5,0.088,75,1.5,71401,2
Dominican Republic,0.022,41.2,8529,55433248935,293,0.025,0.4,0.156,76,0.9,10147598,2
Ecuador,0.021,35.3,8529,76769729000,362,0.02,0.3,0.119,79,1,15246481,2
El Salvador,0.02,34.8,8529,23139000000,252,0.015,0.2,0.119,77,1.3,6256242,2
Greenland,0.014,49.0516561,8529,15493320082,193,0.02,0.6,0.119,75,1,56890,2
Grenada,0.019,45.3,8529,778518505,481,0.011,0.3,0.107,75,1.2,105074,2
Guatemala,0.032,40.9,8529,47654789735,215,0.028,0.1,0.134,75,1.3,14706578,0
Guyana,0.021,35.9,8529,2576602497,221,0.032,0.3,0.145,69,0.7,790882,0
Haiti,0.026,40.4,8529,7516834160,62,0.057,0.1,0.116,64,0.4,10032864,0
Honduras,0.026,43.6,8529,17710325578,187,0.02,0.2,0.186,76,1,7776669,2
Jamaica,0.015,44.3,8529,14433926129,273,0.015,0.4,0.195,76,1.1,2699838,2
Mexico,0.019,52.7,8529,15493320082,609,0.014,0.4,0.049,79,0.8,5971526,2
Nicaragua,0.024,49.0516561,8529,9898547558,124,0.021,0.1,0.105,77,0.8,5905146,2
Panama,0.02,43.6,8529,33270500000,664,0.016,0.4,0.069,80,1.8,3740282,2
Paraguay,0.024,35,8529,25071193102,352,0.02,0.2,0.174,74,1,6573097,2
Peru,0.02,36.6,8529,1.70564E+11,283,0.014,0.4,0.187,77,1.1,29614887,1
Puerto Rico,0.011,49.0516561,8529,1.00352E+11,193,0.02,0.5,0.119,82,0.8,3686580,1
Sint Maarten (Dutch part),0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,38486,2
St. Kitts and Nevis,0.02,52.5,8529,728148148,820,0.008,0.8,0.094,75,1.5,52971,2
St. Lucia,0.016,34.4,8529,1295925926,513,0.013,0.5,0.1,77,1.2,179271,2
St. Vincent and the Grenadines,0.017,38.7,8529,677037037,310,0.018,0.4,0.091,74,1.2,109357,2
Suriname,0.018,27.9,8529,4363219094,490,0.022,0.3,0.118,74,1,529761,2
Trinidad and Tobago,0.015,29.1,8529,23676348287,935,0.02,0.6,0.08,73,1.4,1333082,2
Turks and Caicos Islands,0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,31726,2
United States,0.013,46.5,8529,15493320082,193,0.006,0.7,0.033,81,0.9,5971526,2
Uruguay,0.015,41.9,8529,47236710623,1213,0.01,0.5,0.098,80,1.4,3383486,2
"Venezuela, RB",0.02,49.0516561,8529,15493320082,487,0.014,0.4,0.172,77,1,29500625,1
Virgin Islands (U.S.),0.011,49.0516561,8529,15493320082,193,0.02,0.4,0.119,83,0.5,105784,2
Algeria,0.025,49.0516561,8529,2.04331E+11,279,0.022,0.2,0.08,73,1,38481705,1
Angola,0.045,52.1,8529,1.15332E+11,190,0.104,0.2,0.167,53,0.6,20820525,0
Benin,0.037,49.0516561,8529,7543183759,33,0.058,0,0.119,61,0.8,10050702,0
Botswana,0.024,49.0516561,8529,14537490553,384,0.037,0.1,0.11,46,1.5,2003910,0
Burkina Faso,0.041,43.5,8529,10726305450,38,0.066,0,0.119,56,0.6,16460141,0
Burundi,0.045,51.6,8529,2472384813,20,0.057,0,0.143,56,0.2,9849569,0
Cameroon,0.038,48.8,8529,26472637887,59,0.062,0.1,0.119,56,0.6,21699631,0
Central African Republic,0.034,49.0516561,8529,2169706411,18,0.098,0,0.119,51,0.3,4525209,0
Chad,0.046,49.0516561,8529,12887072082,25,0.09,0,0.119,52,0.4,12448175,0
Comoros,0.036,49.0516561,8529,595898770,38,0.059,0.1,0.105,62,0.4,717503,0
"Congo, Dem. Rep.",0.043,49.0516561,8529,27452795398,15,0.088,0,0.119,51,0.3,5971526,0
"Congo, Rep.",0.038,49.0516561,8529,13677929162,100,0.037,0.1,0.119,60,1,4337051,0
Cote d'Ivoire,0.037,39.4,8529,24680372724,88,0.073,0,0.119,51,0.9,19839750,0
Djibouti,0.028,37.8,8529,1353632942,129,0.059,0.1,0.119,63,0.2,859652,0
"Egypt, Arab Rep.",0.024,42.6,8529,15493320082,152,0.019,0.4,0.12,73,1.2,5971526,2
Equatorial Guinea,0.036,44.1,8529,16486743747,1138,0.071,0.1,0.119,54,0.7,736296,0
Eritrea,0.037,49.0516561,8529,3091967480,15,0.037,0,0.119,65,0.1,6130922,0
Ethiopia,0.034,32.5,8529,42805215879,18,0.046,0,0.119,65,0.2,5971526,0
Gabon,0.032,43.5,8529,17843815459,397,0.04,0.1,0.119,64,1.8,1632572,0
"Gambia, The",0.043,49.0516561,8529,914109100,26,0.05,0.1,0.119,60,0.9,1791225,0
Ghana,0.031,33.4,8529,41740897827,83,0.053,0.1,0.119,62,1,25366462,0
Guinea,0.037,49.0516561,8529,5651088170,32,0.067,0,0.119,57,0.5,11451273,0
Guinea-Bissau,0.038,45.9,8529,822320638,30,0.08,0,0.119,56,0.6,1663558,0
Kenya,0.036,44.2,8529,40264403585,45,0.049,0.3,0.197,63,0.7,43178141,0
Lesotho,0.028,49.0516561,8529,2328196275,138,0.074,0,0.101,49,0.8,2051545,0
Liberia,0.036,49.0516561,8529,1733828405,65,0.056,0,0.135,61,0.6,4190435,0
Libya,0.021,31.6,8529,81873662519,578,0.013,0.1,0.06,77,1.6,6154623,1
Madagascar,0.035,36.4,8529,9880703883,18,0.041,0,0.119,66,0.4,22293914,0
Malawi,0.04,32.4,8529,4240492849,25,0.046,0,0.119,55,0.3,15906483,0
Mali,0.047,51.1,8529,10340794110,42,0.079,0,0.119,54,1,14853572,0
Mauritania,0.034,49.0516561,8529,3958701369,52,0.068,0.1,0.17,63,1.1,3796141,0
Mauritius,0.011,27.5,8529,11442063228,444,0.013,0.4,0.087,77,1.2,1291167,2
Morocco,0.023,49.6,8529,95981572517,190,0.027,0.6,0.119,72,1.2,32521143,1
Mozambique,0.039,37.5,8529,14376457305,37,0.064,0,0.168,51,0.3,25203395,0
Namibia,0.026,49.0516561,8529,13399386550,473,0.036,0.1,0.087,67,1,2259393,2
Niger,0.05,43.8,8529,6773185511,25,0.062,0,0.119,58,0.3,17157042,0
Nigeria,0.042,33.8,8529,15493320082,94,0.077,0.3,0.168,52,0.7,5971526,0
Rwanda,0.036,30.8,8529,7133378888,66,0.039,0.1,0.119,65,0.5,11457801,0
Sao Tome and Principe,0.035,32.5,8529,263328450,109,0.038,0.2,0.119,68,0.7,188098,0
Senegal,0.038,45.5,8529,14045680427,51,0.045,0.2,0.119,65,0.8,13726021,0
Seychelles,0.019,49.0516561,8529,1032199341,521,0.012,0.5,0.122,78,1.5,88303,2
Sierra Leone,0.037,32.4,8529,3787392596,96,0.11,0,0.21,46,0.4,5978727,0
Somalia,0.044,49.0516561,8529,15493320082,193,0.092,0,0.119,56,0.2,10195134,0
South Africa,0.021,32.7,8529,15493320082,645,0.034,0.4,0.088,58,1.3,5971526,2
South Sudan,0.037,49.0516561,8529,10560000000,27,0.066,0.1,0.119,56,0.2,10837527,0
Sudan,0.034,36.1,8529,63029562337,115,0.053,0.2,0.119,64,0.7,37195349,0
Swaziland,0.03,36.5,8529,4049589166,259,0.057,0.2,0.088,48,0.7,1230985,0
Tanzania,0.04,44.9,8529,28248631876,41,0.038,0,0.155,62,0.6,47783107,0
Togo,0.037,48.9,8529,3915754216,41,0.057,0,0.119,57,0.5,6642928,0
Tunisia,0.019,49.0516561,8529,45238491581,297,0.014,0.4,0.119,77,1.2,10777500,2
Uganda,0.044,36.6,8529,20032237910,44,0.045,0.1,0.119,60,0.5,36345860,0
Zambia,0.043,49.0516561,8529,20596424325,96,0.057,0.1,0.121,59,0.7,14075099,0
Zimbabwe,0.032,34.5,8529,12472416688,193,0.055,0.2,0.119,59,0.9,13724317,0
Afghanistan,0.035,36.3,8529,20506795254,51,0.072,0.1,0.15,62,0.7,29824536,0
Armenia,0.014,38.8,8529,9958217880,150,0.015,0.4,0.172,78,1.1,2969081,2
Azerbaijan,0.019,40,8529,68730906314,398,0.031,0.5,0.183,74,1.1,9295784,1
Bangladesh,0.02,35,8529,1.16034E+11,26,0.035,0.1,0.13,71,0.6,5971526,2
Bhutan,0.02,40.8,8529,1861157558,90,0.031,0.3,0.14,68,0.8,741822,2
Brunei Darussalam,0.016,49.0516561,8529,16953952625,939,0.008,0.6,0.055,80,1.1,412238,2
Cambodia,0.026,49.0516561,8529,14054443213,51,0.034,0,0.119,74,1.3,14864646,2
China,0.012,49.0516561,8529,15493320082,322,0.012,0.4,0.06,77,0.8,5971526,2
Georgia,0.014,49.0516561,8529,15846484588,333,0.013,0.4,0.148,78,1.1,4490700,2
"Hong Kong SAR, China",0.013,49.0516561,8529,15493320082,193,0.02,0.7,0.05,86,2.3,7154600,2
India,0.021,49.0516561,8529,15493320082,61,0.043,0.1,0.106,68,0.7,5971526,0
Indonesia,0.019,32.2,8529,15493320082,108,0.025,0.1,0.118,73,1.1,5971526,2
Japan,0.008,49.4,8529,15493320082,193,0.002,0.9,0.119,86,1.1,5971526,2
Kazakhstan,0.023,28.6,8529,2.03517E+11,521,0.016,0.5,0.119,74,1.9,16791425,1
"Korea, Dem. Rep.",0.014,49.0516561,8529,15493320082,193,0.023,0.1,0.119,73,0.1,24763188,2
"Korea, Rep.",0.01,29,8529,15493320082,193,0.003,0.8,0.054,85,1.1,5971526,2
Kyrgyz Republic,0.028,33.4,8529,6605133551,84,0.023,0.2,0.128,74,1.2,5607200,2
Lao PDR,0.027,31.9,8529,9386913253,40,0.055,0.1,0.119,69,0.6,6645827,0
"Macao SAR, China",0.01,49.0516561,8529,42981497744,193,0.02,0.6,0.053,82,2.9,556783,2
Malaysia,0.018,49.0516561,8529,15493320082,410,0.007,0.7,0.048,77,1.4,29239927,2
Maldives,0.022,49.0516561,8529,2113179304,558,0.009,0.4,0.105,79,1.7,338442,2
Mongolia,0.023,49.0516561,8529,10321968595,232,0.027,0.2,0.181,71,1.2,2796484,2
Myanmar,0.017,52.7,8529,15493320082,20,0.041,0,0.13,67,0.1,5971526,0
Nepal,0.022,31.5,8529,19206800719,36,0.033,0.1,0.119,69,0.6,27474377,0
Pakistan,0.026,34.6,8529,2.2488E+11,39,0.071,0.1,0.135,67,0.7,5971526,1
Philippines,0.025,44.5,8529,15493320082,119,0.024,0.4,0.057,72,1.1,5971526,2
Singapore,0.01,27.6,8529,15493320082,193,0.002,0.7,0.054,85,1.5,5312400,2
Sri Lanka,0.018,55.3,8529,59393056426,89,0.009,0.2,0.133,77,0.9,20328000,2
Tajikistan,0.033,49.0516561,8529,7633049792,55,0.042,0.1,0.119,71,0.8,8008990,0
Thailand,0.01,37.2,8529,15493320082,215,0.012,0.3,0.071,78,1.3,5971526,2
Timor-Leste,0.036,49.0516561,8529,1355000000,50,0.048,0,0.122,69,0.6,1148958,0
Turkmenistan,0.022,49.0516561,8529,35164210526,129,0.048,0.1,0.119,70,1.1,5172931,2
Uzbekistan,0.021,49.0516561,8529,51183443225,105,0.038,0.4,0.119,72,0.7,29774500,2
Vietnam,0.016,34.3,8529,1.5582E+11,102,0.02,0.4,0.135,80,1.5,5971526,1
Albania,0.013,32,8529,12344532541,228,0.014,0.5,0.109,80,1.1,2801681,2
Andorra,0.01,49.0516561,8529,15493320082,193,0.002,0.9,0.119,75,0.8,78360,2
Austria,0.009,52.4,8529,15493320082,193,0.003,0.8,0.119,84,1.6,8429991,2
Belarus,0.012,60.5,8529,63615445567,339,0.004,0.5,0.195,78,1.1,9464000,2
Belgium,0.011,57.6,8529,15493320082,193,0.004,0.8,0.119,83,1.1,11128246,2
Bosnia and Herzegovina,0.009,49.0516561,8529,16853238733,447,0.006,0.7,0.069,79,0.9,3833916,2
Bulgaria,0.01,27.7,8529,51303659418,516,0.011,0.5,0.097,78,1.5,7305888,1
Croatia,0.01,49.0516561,8529,56155732957,908,0.004,0.6,0.095,80,1.2,4267558,2
Cyprus,0.012,49.0516561,8529,22766912960,193,0.003,0.6,0.119,82,1,1128994,2
Czech Republic,0.01,48.1,8529,1.96446E+11,193,0.003,0.7,0.054,81,1.3,10510785,1
Denmark,0.01,49.0516561,8529,15493320082,193,0.003,0.9,0.119,82,1.3,5591572,2
Estonia,0.011,49.0516561,8529,22376042498,1010,0.003,0.8,0.057,82,1.6,1325016,2
Faeroe Islands,0.013,49.0516561,8529,15493320082,193,0.02,0.9,0.119,85,1.2,49506,2
Finland,0.011,40.6,8529,15493320082,193,0.002,0.9,0.119,84,1.7,5413971,1
France,0.013,49.0516561,8529,15493320082,193,0.004,0.8,0.119,86,1,5971526,2
Germany,0.008,45.9,8529,15493320082,193,0.003,0.8,0.119,83,1.1,5971526,2
Greece,0.009,44.1,8529,15493320082,193,0.004,0.6,0.119,83,1.2,11092771,1
Hungary,0.009,49.5,8529,1.246E+11,987,0.005,0.7,0.09,79,1.2,9920362,1
Iceland,0.014,30.6,8529,13586213061,193,0.002,1,0.083,84,1.1,320716,2
Ireland,0.016,49.0516561,8529,2.10638E+11,193,0.003,0.8,0.119,83,1.1,4586897,1
Isle of Man,0.02,49.0516561,8529,15493320082,193,0.02,0.1,0.119,75,0.5,85284,2
Italy,0.009,49.0516561,8529,15493320082,193,0.003,0.6,0.052,86,1.6,5971526,2
Latvia,0.01,35.9,8529,28372577697,792,0.008,0.7,0.055,79,1.1,2034319,2
Liechtenstein,0.01,49.0516561,8529,15493320082,193,0.02,0.9,0.119,85,1,36656,2
